timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-03-16T05:33:42,AMAZON_BOOKS_60CORE_KGNNLS_DEFAULT_PARAM_1742098711,a508e2f5-2bcd-410b-873c-73073f47c672,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,886.4141834867187,0.0248512546945956,2.8035714181425863e-05,147.8627378645817,97.31868815909522,1.8579726219177248,0.0322444675313867,0.0196343376518939,0.0004396257527101,0.0523184309359907,World,WRD,,,,Linux-4.18.0-425.19.2.el8_7.x86_64-x86_64-with-glibc2.28,3.10.8,2.8.2,1,Intel(R) Xeon(R) Platinum 8358 CPU @ 2.60GHz,1,1 x NVIDIA A100-SXM-64GB,,,15.4,process,N,1.0
