recall@10,mrr@10,ndcg@10,hit@10,map@10,precision@10,gauc,itemcoverage@10,averagepopularity@10,giniindex@10,shannonentropy@10,tailpercentage@10,run_id,project_name
0.1311,0.4011,0.2198,0.6788,0.1283,0.1735,0.912,0.2201,1523.8649,0.9622,0.0063,0.0,98344abf-311d-46e9-8e1e-591d5d13219d,MOVIELENS_1M_LIGHTGCN_DEFAULT_PARAM_1741213962
