timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-03-06T06:34:11,MOVIELENS_1M_NGCF_DEFAULT_PARAM_1741238600,3b817c4a-f5ee-4f1e-939c-f428725b58d3,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,637.7338778469712,0.0223717406055784,3.5080056717555595e-05,149.36401151015787,0.0,1.8146052360534668,0.0238727186887152,0.022905650824498,0.0003200317616886,0.0470984012749019,World,WRD,,,,Linux-4.18.0-425.19.2.el8_7.x86_64-x86_64-with-glibc2.28,3.10.8,2.8.2,1,Intel(R) Xeon(R) Platinum 8358 CPU @ 2.60GHz,1,1 x NVIDIA A100-SXM-64GB,,,15.4,process,N,1.0
