recall@10,mrr@10,ndcg@10,hit@10,map@10,precision@10,gauc,itemcoverage@10,averagepopularity@10,giniindex@10,shannonentropy@10,tailpercentage@10,run_id,project_name
0.0212,0.0427,0.0199,0.1168,0.0084,0.0137,0.9321,0.0287,235.35,0.995,0.0037,0.0,78caac38-b8d7-4a44-b6df-25df318ac93f,AMAZON_BOOKS_60CORE_DGCF_DEFAULT_PARAM_1742080831
