timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-03-11T03:02:39,AMAZON_BOOKS_60CORE_LIGHTGCN_DEFAULT_PARAM_1741656721,3344b089-9c24-4731-82c5-b13668385ebd,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1820.5366393961008,0.0562882029699644,3.091846752869313e-05,136.7154302264628,64.11504279766304,1.8999052047729488,0.0675281216252318,0.050018183347845,0.0009551749636904,0.1185014799367673,World,WRD,,,,Linux-4.18.0-425.19.2.el8_7.x86_64-x86_64-with-glibc2.28,3.10.8,2.8.2,1,Intel(R) Xeon(R) Platinum 8358 CPU @ 2.60GHz,1,1 x NVIDIA A100-SXM-64GB,,,15.4,process,N,1.0
