timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-03-16T01:21:51,AMAZON_BOOKS_60CORE_CKE_DEFAULT_PARAM_1742084126,b6a78747-6ec5-4327-beaa-cba0048c39d2,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,359.7592306509614,0.0102575045530969,2.8512137227268944e-05,155.6883008697792,81.58641281739435,1.6343750953674316,0.0140327384314595,0.0073991689748709,0.0001628390212419,0.0215947464275724,World,WRD,,,,Linux-4.18.0-425.19.2.el8_7.x86_64-x86_64-with-glibc2.28,3.10.8,2.8.2,1,Intel(R) Xeon(R) Platinum 8358 CPU @ 2.60GHz,1,1 x NVIDIA A100-SXM-64GB,,,15.4,process,N,1.0
